Current process id = 4372
create process: getpid(): 4372, getCurrentProcessId(): 4372
In Child: PID: 5624 getpid(): 4372
Current process id = 5624
fork: getpid(): 5624, getCurrentProcessId(): 5624
In Child: PID: 4364 getpid(): 5624
Current process id = 4364
In Child: PID: 3832 getpid(): 5624
Current process id = 3832
test2: getpid(): 4364, getCurrentProcessId(): 4364
test: getpid(): 3832, getCurrentProcessId(): 3832
Hello World!
Procedure,Image,Section Name,Section Size,Offset,Calls,Pid,Size
RtlpMuiRegLoadRegistryInfo,ntdll.dll,.text,1222784,4fc20,1,5624,240
RtlGetFullPathName_UstrEx,ntdll.dll,.text,1222784,4f3e0,2,5624,1840
RtlReleaseRelativeName,ntdll.dll,.text,1222784,4f3a0,2,5624,64
RtlDosSearchPath_Ustr,ntdll.dll,.text,1222784,4eca0,2,5624,1792
RtlUpcaseUnicodeChar,ntdll.dll,.text,1222784,4dd00,8,5624,96
RtlGetParentLocaleName,ntdll.dll,.text,1222784,4d5e0,5,5624,1824
RtlpCreateProcessRegistryInfo,ntdll.dll,.text,1222784,4c5d0,1,5624,4112
RtlGetThreadPreferredUILanguages,ntdll.dll,.text,1222784,4bc00,1,5624,2512
RtlAppendUnicodeStringToString,ntdll.dll,.text,1222784,48650,4,5624,384
LdrGetDllHandleEx,ntdll.dll,.text,1222784,47040,1,5624,5648
LdrGetDllHandle,ntdll.dll,.text,1222784,47010,1,5624,48
RtlReleasePath,ntdll.dll,.text,1222784,46550,2,5624,320
RtlpLoadUserUIByPolicy,ntdll.dll,.text,1222784,45a30,2,5624,2848
RtlOpenCurrentUser,ntdll.dll,.text,1222784,44f90,6,5624,224
RtlFormatCurrentUserKeyPath,ntdll.dll,.text,1222784,448f0,9,5624,320
RtlLengthSidAsUnicodeString,ntdll.dll,.text,1222784,44890,9,5624,96
RtlValidSid,ntdll.dll,.text,1222784,43ab0,18,5624,64
RtlConvertSidToUnicodeString,ntdll.dll,.text,1222784,403b0,9,5624,7568
RtlpGetSystemDefaultUILanguage,ntdll.dll,.text,1222784,400b0,2,5624,192
LdrpResGetResourceDirectory,ntdll.dll,.text,1222784,3fc70,2,5624,1088
RtlCopyUnicodeString,ntdll.dll,.text,1222784,3e9c0,10,5624,1200
RtlLcidToLocaleName,ntdll.dll,.text,1222784,3d6a0,8,5624,2064
RtlInitUnicodeString,ntdll.dll,.text,1222784,3d4f0,86,5624,432
RtlCultureNameToLCID,ntdll.dll,.text,1222784,3d1b0,27,5624,832
RtlLCIDToCultureName,ntdll.dll,.text,1222784,3cd00,11,5624,1200
RtlLocaleNameToLcid,ntdll.dll,.text,1222784,3b880,15,5624,5248
RtlRbInsertNodeEx,ntdll.dll,.text,1222784,3acf0,3,5624,1408
RtlCompareUnicodeStrings,ntdll.dll,.text,1222784,38e80,370,5624,1104
RtlImageNtHeaderEx,ntdll.dll,.text,1222784,384e0,159,5624,1888
RtlImageDirectoryEntryToData,ntdll.dll,.text,1222784,37ad0,12,5624,2576
RtlImageNtHeader,ntdll.dll,.text,1222784,376d0,6,5624,1024
RtlReleaseSRWLockShared,ntdll.dll,.text,1222784,375f0,103,5624,224
RtlLeaveCriticalSection,ntdll.dll,.text,1222784,372a0,224,5624,848
RtlEnterCriticalSection,ntdll.dll,.text,1222784,37040,223,5624,608
RtlQueryEnvironmentVariable,ntdll.dll,.text,1222784,36c40,12,5624,1024
RtlAcquireSRWLockShared,ntdll.dll,.text,1222784,36ac0,103,5624,384
RtlUnlockHeap,ntdll.dll,.text,1222784,36570,1,5624,1360
RtlLockHeap,ntdll.dll,.text,1222784,364e0,1,5624,144
LdrGetProcedureAddressForCaller,ntdll.dll,.text,1222784,35ff0,2,5624,1264
LdrResolveDelayLoadedAPI,ntdll.dll,.text,1222784,359c0,86,5624,1584
RtlAcquireSRWLockExclusive,ntdll.dll,.text,1222784,35530,76,5624,1168
RtlFreeUnicodeString,ntdll.dll,.text,1222784,32030,78,5624,13568
RtlDeleteBoundaryDescriptor,ntdll.dll,.text,1222784,32010,66,5624,32
RtlFreeHeap,ntdll.dll,.text,1222784,30060,171,5624,8112
RtlAllocateHeap,ntdll.dll,.text,1222784,2b620,237,5624,19008
RtlMultiByteToUnicodeN,ntdll.dll,.text,1222784,2b310,94,5624,784
RtlAnsiStringToUnicodeString,ntdll.dll,.text,1222784,2b170,94,5624,288
RtlReAllocateHeap,ntdll.dll,.text,1222784,29a50,1,5624,5920
RtlEqualUnicodeString,ntdll.dll,.text,1222784,265d0,33,5624,13440
RtlDosPathNameToNtPathName_U_WithStatus,ntdll.dll,.text,1222784,25e30,2,5624,1952
RtlInitUnicodeStringEx,ntdll.dll,.text,1222784,25db0,45,5624,80
RtlReleaseSRWLockExclusive,ntdll.dll,.text,1222784,25d70,76,5624,64
RtlAppendUnicodeToString,ntdll.dll,.text,1222784,25b00,12,5624,624
RtlHashUnicodeString,ntdll.dll,.text,1222784,25310,6,5624,1408
RtlFindActivationContextSectionString,ntdll.dll,.text,1222784,24ac0,5,5624,2128
RtlDosApplyFileIsolationRedirection_Ustr,ntdll.dll,.text,1222784,242d0,5,5624,2032
RtlAddRefActivationContext,ntdll.dll,.text,1222784,23870,1,5624,1264
RtlQueryInformationActivationContext,ntdll.dll,.text,1222784,231d0,2,5624,1696
RtlFindCharInUnicodeString,ntdll.dll,.text,1222784,22c00,3,5624,624
RtlInitAnsiString,ntdll.dll,.text,1222784,217e0,132,5624,320
RtlPcToFileHeader,ntdll.dll,.text,1222784,20fd0,1,5624,432
RtlCreateHeap,ntdll.dll,.text,1222784,1f860,1,5624,2976
RtlActivateActivationContextUnsafeFast,ntdll.dll,.text,1222784,1dbe0,6,5624,400
RtlDeactivateActivationContextUnsafeFast,ntdll.dll,.text,1222784,1da90,6,5624,336
LdrShutdownProcess,ntdll.dll,.text,1222784,1cfc0,1,5624,1600
RtlInitializeCriticalSectionEx,ntdll.dll,.text,1222784,1c780,19,5624,592
RtlRunOnceComplete,ntdll.dll,.text,1222784,1ba20,3,5624,2368
RtlRunOnceBeginInitialize,ntdll.dll,.text,1222784,1b940,3,5624,224
RtlRunOnceExecuteOnce,ntdll.dll,.text,1222784,1b860,3,5624,224
EtwNotificationRegister,ntdll.dll,.text,1222784,1b350,1,5624,576
EtwEventRegister,ntdll.dll,.text,1222784,1b300,1,5624,80
RtlQueryResourcePolicy,ntdll.dll,.text,1222784,1b150,2,5624,208
RtlProcessFlsData,ntdll.dll,.text,1222784,19ed0,1,5624,400
TpSetWaitEx,ntdll.dll,.text,1222784,19930,1,5624,1264
TpAllocWait,ntdll.dll,.text,1222784,19770,1,5624,432
RtlExitUserProcess,ntdll.dll,.text,1222784,19680,1,5624,176
RtlReportSilentProcessExit,ntdll.dll,.text,1222784,19510,1,5624,368
RtlSetBits,ntdll.dll,.text,1222784,16f90,2,5624,176
RtlFindClearBitsAndSet,ntdll.dll,.text,1222784,16d70,2,5624,544
RtlFlsAlloc,ntdll.dll,.text,1222784,16b70,1,5624,512
RtlAllocateHandle,ntdll.dll,.text,1222784,16030,14,5624,608
RtlIsValidHandle,ntdll.dll,.text,1222784,15f70,14,5624,192
RtlIsValidIndexHandle,ntdll.dll,.text,1222784,15f30,14,5624,64
RtlGetIntegerAtom,ntdll.dll,.text,1222784,15e90,28,5624,160
RtlLookupAtomInAtomTable,ntdll.dll,.text,1222784,15c20,14,5624,624
RtlAddAtomToAtomTable,ntdll.dll,.text,1222784,15a10,14,5624,528
RtlInitializeHandleTable,ntdll.dll,.text,1222784,159b0,1,5624,96
RtlCreateAtomTable,ntdll.dll,.text,1222784,158d0,1,5624,224
GetAtomNameA,KERNEL32.DLL,.text,1142624,d7f50,14,5624,48
AddAtomA,KERNEL32.DLL,.text,1142624,b3890,14,5624,32
CreateSemaphoreA,KERNEL32.DLL,.text,1142624,c4a0,5,5624,48
CreateSemaphoreExA,KERNEL32.DLL,.text,1142624,c420,5,5624,128
UTUnRegister,KERNEL32.DLL,.text,1142624,8ed0,1,5624,1312
BasepCheckBadapp,KERNEL32.DLL,.text,1142624,6d80,2,5624,3504
BasepQueryAppCompat,KERNEL32.DLL,.text,1142624,6bc0,2,5624,448
BaseCheckAppcompatCacheExWorker,KERNEL32.DLL,.text,1142624,65d0,2,5624,1520
BasepGetAppCompatData,KERNEL32.DLL,.text,1142624,5d90,2,5624,2112
BaseElevationPostProcessing,KERNEL32.DLL,.text,1142624,5d00,2,5624,144
BasepConstructSxsCreateProcessMessage,KERNEL32.DLL,.text,1142624,5930,2,5624,976
BaseCheckElevation,KERNEL32.DLL,.text,1142624,56f0,2,5624,576
BasepCheckWebBladeHashes,KERNEL32.DLL,.text,1142624,56a0,2,5624,80
BasepIsProcessAllowed,KERNEL32.DLL,.text,1142624,5630,2,5624,112
BasepCheckWinSaferRestrictions,KERNEL32.DLL,.text,1142624,5580,2,5624,176
BasepReleaseSxsCreateProcessUtilityStruct,KERNEL32.DLL,.text,1142624,5530,2,5624,80
CheckElevationEnabled,KERNEL32.DLL,.text,1142624,5470,2,5624,192
BasepFreeAppCompatData,KERNEL32.DLL,.text,1142624,5430,4,5624,64
BaseIsAppcompatInfrastructureDisabledWorker,KERNEL32.DLL,.text,1142624,53e0,4,5624,80
FatalExit,KERNEL32.DLL,.text,1142624,5160,1,5624,16
CreateProcessA,KERNEL32.DLL,.text,1142624,4ab0,2,5624,96
SetUnhandledExceptionFilter,KERNEL32.DLL,.text,1142624,47d0,1,5624,144
GetStartupInfoW,KERNEL32.DLL,.text,1142624,4770,1,5624,32
TermsrvGetWindowsDirectoryW,KERNEL32.DLL,.text,1142624,4730,3,5624,64
FindAtomA,KERNEL32.DLL,.text,1142624,41f0,14,5624,96
CreateMutexA,KERNEL32.DLL,.text,1142624,2b60,14,5624,16
DuplicateHandle,KERNEL32.DLL,.text,1142624,2ab0,1,5624,16
GetCurrentProcess,KERNEL32.DLL,.text,1142624,1f80,2,5624,1648
CreateEventA,KERNEL32.DLL,.text,1142624,18d0,1,5624,32
TlsAlloc,KERNEL32.DLL,.text,1142624,1750,1,5624,16
MultiByteToWideChar,KERNEL32.DLL,.text,1142624,1540,256,5624,16
WideCharToMultiByte,KERNEL32.DLL,.text,1142624,1530,128,5624,16
BaseSetLastNTError,KERNEL32.DLL,.text,1142624,1460,14,5624,32
BaseThreadInitThunk,KERNEL32.DLL,.text,1142624,13b0,2,5624,96
GetThreadPriority,KERNEL32.DLL,.text,1142624,1390,1,5624,32
ReleaseSemaphore,KERNEL32.DLL,.text,1142624,1340,4,5624,16
GetSystemTimeAsFileTime,KERNEL32.DLL,.text,1142624,1330,1,5624,16
CloseHandle,KERNEL32.DLL,.text,1142624,1270,20,5624,32
GetCurrentProcessId,KERNEL32.DLL,.text,1142624,1250,3,5624,16
QueryPerformanceCounter,KERNEL32.DLL,.text,1142624,11e0,1,5624,16
GetCurrentThread,KERNEL32.DLL,.text,1142624,11b0,1,5624,16
TlsSetValue,KERNEL32.DLL,.text,1142624,1180,1,5624,16
TlsGetValue,KERNEL32.DLL,.text,1142624,10a0,6,5624,208
GetCurrentThreadId,KERNEL32.DLL,.text,1142624,1080,109,5624,32
GetTickCount,KERNEL32.DLL,.text,1142624,1040,1,5624,32
WaitForSingleObject,KERNEL32.DLL,.text,1142624,1030,23,5624,16
ReleaseMutex,KERNEL32.DLL,.text,1142624,1020,14,5624,16
CreateProcessA,KERNELBASE.dll,.text,987184,637f0,2,5624,128
CreateProcessInternalA,KERNELBASE.dll,.text,987184,63680,2,5624,368
SetHandleCount,KERNELBASE.dll,.text,987184,20500,1,5624,7056
SetUnhandledExceptionFilter,KERNELBASE.dll,.text,987184,1ff20,1,5624,640
IsProcessInJob,KERNELBASE.dll,.text,987184,1f750,2,5624,192
CreateProcessInternalW,KERNELBASE.dll,.text,987184,1ef70,2,5624,2016
FlsAlloc,KERNELBASE.dll,.text,987184,1c150,1,5624,432
GetStartupInfoW,KERNELBASE.dll,.text,987184,1c090,1,5624,192
BaseCheckAppcompatCacheEx,KERNELBASE.dll,.text,987184,1bfb0,2,5624,144
GetTempPathW,KERNELBASE.dll,.text,987184,1be50,2,5624,352
SearchPathW,KERNELBASE.dll,.text,987184,18b10,2,5624,400
CreateMutexExA,KERNELBASE.dll,.text,987184,16f30,14,5624,128
CreateMutexA,KERNELBASE.dll,.text,987184,16f00,14,5624,48
HeapSetInformation,KERNELBASE.dll,.text,987184,b340,2,5624,48
GetCommandLineW,KERNELBASE.dll,.text,987184,b330,1,5624,16
HeapCreate,KERNELBASE.dll,.text,987184,b2a0,1,5624,144
TlsAlloc,KERNELBASE.dll,.text,987184,b220,1,5624,128
GetStringTypeW,KERNELBASE.dll,.text,987184,a9c0,1,5624,320
GetEnvironmentStringsW,KERNELBASE.dll,.text,987184,a900,1,5624,192
FreeEnvironmentStringsA,KERNELBASE.dll,.text,987184,a8d0,1,5624,48
IsValidCodePage,KERNELBASE.dll,.text,987184,a860,1,5624,112
GetCPInfo,KERNELBASE.dll,.text,987184,a770,2,5624,240
OpenRegKey,KERNELBASE.dll,.text,987184,a4b0,1,5624,704
GetCommandLineA,KERNELBASE.dll,.text,987184,99f0,1,5624,16
InitializeCriticalSectionEx,KERNELBASE.dll,.text,987184,99a0,17,5624,80
GetWindowsDirectoryW,KERNELBASE.dll,.text,987184,98f0,2,5624,80
GetSystemWindowsDirectoryW,KERNELBASE.dll,.text,987184,9890,2,5624,96
CreateSemaphoreExW,KERNELBASE.dll,.text,987184,9300,5,5624,256
GetFileAttributesW,KERNELBASE.dll,.text,987184,8e90,2,5624,256
GetCurrentPackageId,KERNELBASE.dll,.text,987184,8ce0,2,5624,96
BasepAdjustObjectAttributesForPrivateNamespace,KERNELBASE.dll,.text,987184,88c0,14,5624,240
LCMapStringW,KERNELBASE.dll,.text,987184,7650,4,5624,1168
LCMapStringEx,KERNELBASE.dll,.text,987184,7090,4,5624,1472
CreateMutexExW,KERNELBASE.dll,.text,987184,6e30,14,5624,160
GetVersionExW,KERNELBASE.dll,.text,987184,6110,2,5624,160
VirtualQuery,KERNELBASE.dll,.text,987184,5f20,1,5624,80
_amsg_exit,KERNELBASE.dll,.text,987184,5e00,17,5624,16
GetFileType,KERNELBASE.dll,.text,987184,5c90,3,5624,224
GetStdHandle,KERNELBASE.dll,.text,987184,5b70,3,5624,288
WideCharToMultiByte,KERNELBASE.dll,.text,987184,5230,132,5624,384
MultiByteToWideChar,KERNELBASE.dll,.text,987184,4e80,262,5624,912
GetModuleHandleExW,KERNELBASE.dll,.text,987184,4310,1,5624,304
DuplicateHandle,KERNELBASE.dll,.text,987184,2d30,1,5624,224
GetModuleHandleW,KERNELBASE.dll,.text,987184,29d0,3,5624,80
GetModuleFileNameA,KERNELBASE.dll,.text,987184,25d0,1,5624,272
GetModuleFileNameW,KERNELBASE.dll,.text,987184,2500,1,5624,208
GetThreadPriority,KERNELBASE.dll,.text,987184,2330,1,5624,80
ReleaseSemaphore,KERNELBASE.dll,.text,987184,22b0,4,5624,48
FlushInstructionCache,KERNELBASE.dll,.text,987184,22a0,2,5624,16
GetACP,KERNELBASE.dll,.text,987184,2290,1,5624,16
BaseFormatObjectAttributes,KERNELBASE.dll,.text,987184,2010,23,5624,192
WriteFile,KERNELBASE.dll,.text,987184,1c50,1,5624,208
CreateEventA,KERNELBASE.dll,.text,987184,1b70,1,5624,224
KernelBaseGetGlobalData,KERNELBASE.dll,.text,987184,1740,15,5624,16
FlsSetValue,KERNELBASE.dll,.text,987184,16e0,1,5624,96
TlsSetValue,KERNELBASE.dll,.text,987184,1690,1,5624,80
GetSystemTimeAsFileTime,KERNELBASE.dll,.text,987184,1630,2,5624,96
FlsGetValue,KERNELBASE.dll,.text,987184,1500,423,5624,80
CloseHandle,KERNELBASE.dll,.text,987184,14c0,20,5624,64
GetLastError,KERNELBASE.dll,.text,987184,1470,423,5624,48
GetTickCount,KERNELBASE.dll,.text,987184,12e0,1,5624,32
WaitForSingleObjectEx,KERNELBASE.dll,.text,987184,1080,23,5624,224
WaitForSingleObject,KERNELBASE.dll,.text,987184,1070,23,5624,16
ReleaseMutex,KERNELBASE.dll,.text,987184,1010,14,5624,48
unnamedImageEntryPoint,fork.exe,.text,461512,1500,1,5624,200000
Procedure,Image,Section Name,Section Size,Offset,Calls,Pid,Size
__lconv_init,msvcrt.dll,.text,593252,66390,1,4372,32
fputc,msvcrt.dll,.text,593252,34340,1,4372,320
_getpid,msvcrt.dll,.text,593252,179b0,1,4372,32
___lc_codepage_func,msvcrt.dll,.text,593252,107c0,384,4372,48
__iob_func,msvcrt.dll,.text,593252,efe0,6,4372,432
strcpy_s,msvcrt.dll,.text,593252,ea70,53,4372,208
_ismbblead,msvcrt.dll,.text,593252,e9e0,76,4372,144
_msize,msvcrt.dll,.text,593252,e910,6,4372,80
fflush,msvcrt.dll,.text,593252,d560,7,4372,80
fwrite,msvcrt.dll,.text,593252,9340,4,4372,1104
__getmainargs,msvcrt.dll,.text,593252,8e90,1,4372,1200
atexit,msvcrt.dll,.text,593252,87b0,1,4372,1760
??0exception@@QEAA@AEBV0@@Z,msvcrt.dll,.text,593252,8730,1,4372,128
_setmbcp,msvcrt.dll,.text,593252,7ee0,1,4372,2128
__crtLCMapStringA,msvcrt.dll,.text,593252,75f0,2,4372,2288
__set_app_type,msvcrt.dll,.text,593252,75d0,1,4372,32
??0exception@@QEAA@AEBQEBDH@Z,msvcrt.dll,.text,593252,7540,1,4372,144
_onexit,msvcrt.dll,.text,593252,7250,6,4372,752
exit,msvcrt.dll,.text,593252,71b0,1,4372,160
_rmtmp,msvcrt.dll,.text,593252,6fe0,1,4372,464
_flushall,msvcrt.dll,.text,593252,6c40,1,4372,928
_CrtSetDbgBlockType,msvcrt.dll,.text,593252,4f50,23,4372,64
__AdjustPointer,msvcrt.dll,.text,593252,4f30,1,4372,32
??1exception@@UEAA@XZ,msvcrt.dll,.text,593252,4ea0,2,4372,144
_initterm,msvcrt.dll,.text,593252,4e40,5,4372,96
calloc,msvcrt.dll,.text,593252,4990,12,4372,48
_flsbuf,msvcrt.dll,.text,593252,4760,1,4372,288
_write,msvcrt.dll,.text,593252,3bd0,1,4372,960
_isatty,msvcrt.dll,.text,593252,39f0,2,4372,96
unnamedImageEntryPoint,msvcrt.dll,.text,593252,2790,2,4372,880
_fileno,msvcrt.dll,.text,593252,2070,3,4372,80
_unlock,msvcrt.dll,.text,593252,1e90,33,4372,480
_lock,msvcrt.dll,.text,593252,1e50,33,4372,64
malloc,msvcrt.dll,.text,593252,1d20,24,4372,128
free,msvcrt.dll,.text,593252,1ce0,13,4372,32
memset,msvcrt.dll,.text,593252,1ab0,19,4372,208
memcpy,msvcrt.dll,.text,593252,16d0,20,4372,640
strncmp,msvcrt.dll,.text,593252,1410,4,4372,192
strlen,msvcrt.dll,.text,593252,11c0,19,4372,176
strcmp,msvcrt.dll,.text,593252,1110,68,4372,176
memcmp,msvcrt.dll,.text,593252,1040,1,4372,208
RtlSetHeapInformation,ntdll.dll,.text,1222784,dfea0,2,4372,288
memset,ntdll.dll,.text,1222784,94bc0,379,4372,172656
memmove,ntdll.dll,.text,1222784,94880,284,4372,832
ExpInterlockedPopEntrySListEnd,ntdll.dll,.text,1222784,92832,6,4372,142
ExpInterlockedPopEntrySListFault,ntdll.dll,.text,1222784,92829,1,4372,9
ExpInterlockedPopEntrySListResume,ntdll.dll,.text,1222784,92815,6,4372,20
RtlInterlockedPopEntrySList,ntdll.dll,.text,1222784,92810,6,4372,5
NtTraceControl,ntdll.dll,.text,1222784,92630,2,4372,16
NtTestAlert,ntdll.dll,.text,1222784,92600,1,4372,16
ZwSetInformationWorkerFactory,ntdll.dll,.text,1222784,92400,1,4372,16
ZwQuerySystemInformationEx,ntdll.dll,.text,1222784,92060,1,4372,16
ZwQueryDebugFilterState,ntdll.dll,.text,1222784,91e90,1,4372,16
ZwOpenProcessToken,ntdll.dll,.text,1222784,91d30,3,4372,16
ZwGetMUIRegistryInfo,ntdll.dll,.text,1222784,91a80,2,4372,16
ZwCreateWorkerFactory,ntdll.dll,.text,1222784,91800,1,4372,16
NtCreateWaitCompletionPacket,ntdll.dll,.text,1222784,917d0,3,4372,16
NtCreateUserProcess,ntdll.dll,.text,1222784,917c0,1,4372,16
NtCreateTimer2,ntdll.dll,.text,1222784,91770,2,4372,16
NtCreateSemaphore,ntdll.dll,.text,1222784,91730,5,4372,16
NtCreateMutant,ntdll.dll,.text,1222784,916a0,14,4372,16
ZwCreateIoCompletion,ntdll.dll,.text,1222784,91630,1,4372,16
ZwAssociateWaitCompletionPacket,ntdll.dll,.text,1222784,91500,3,4372,16
NtOpenDirectoryObject,ntdll.dll,.text,1222784,911c0,1,4372,16
NtResumeThread,ntdll.dll,.text,1222784,91160,1,4372,16
ZwQuerySection,ntdll.dll,.text,1222784,91150,1,4372,16
NtProtectVirtualMemory,ntdll.dll,.text,1222784,91140,15,4372,16
NtApphelpCacheControl,ntdll.dll,.text,1222784,91100,4,4372,16
NtQueryVolumeInformationFile,ntdll.dll,.text,1222784,910d0,5,4372,16
NtCreateEvent,ntdll.dll,.text,1222784,910c0,2,4372,16
ZwContinue,ntdll.dll,.text,1222784,91070,1,4372,16
ZwQueryAttributesFile,ntdll.dll,.text,1222784,91010,2,4372,16
NtDuplicateObject,ntdll.dll,.text,1222784,91000,1,4372,16
ZwWriteVirtualMemory,ntdll.dll,.text,1222784,90fe0,2,4372,16
ZwOpenSection,ntdll.dll,.text,1222784,90fb0,1,4372,16
NtQueryPerformanceCounter,ntdll.dll,.text,1222784,90f50,1,4372,16
NtTerminateProcess,ntdll.dll,.text,1222784,90f00,1,4372,16
NtMapViewOfSection,ntdll.dll,.text,1222784,90ec0,1,4372,16
NtQueryInformationThread,ntdll.dll,.text,1222784,90e90,1,4372,16
ZwQueryVirtualMemory,ntdll.dll,.text,1222784,90e70,3,4372,16
NtRequestWaitReplyPort,ntdll.dll,.text,1222784,90e60,1,4372,16
NtQueryInformationToken,ntdll.dll,.text,1222784,90e50,12,4372,16
ZwReleaseMutant,ntdll.dll,.text,1222784,90e40,14,4372,16
ZwFreeVirtualMemory,ntdll.dll,.text,1222784,90e20,1,4372,16
NtQueryInformationProcess,ntdll.dll,.text,1222784,90dd0,64,4372,16
ZwAllocateVirtualMemory,ntdll.dll,.text,1222784,90dc0,16,4372,16
ZwQueryValueKey,ntdll.dll,.text,1222784,90db0,13,4372,16
ZwEnumerateValueKey,ntdll.dll,.text,1222784,90d70,4,4372,16
ZwOpenKey,ntdll.dll,.text,1222784,90d60,38,4372,16
NtClose,ntdll.dll,.text,1222784,90d30,42,4372,16
NtReleaseSemaphore,ntdll.dll,.text,1222784,90ce0,4,4372,16
NtWriteFile,ntdll.dll,.text,1222784,90cc0,1,4372,16
ZwWaitForSingleObject,ntdll.dll,.text,1222784,90c80,23,4372,16
wcsncpy_s,ntdll.dll,.text,1222784,8d1d0,1,4372,272
wcscpy_s,ntdll.dll,.text,1222784,8d030,9,4372,144
wcsrchr,ntdll.dll,.text,1222784,87440,5,4372,64
wcschr,ntdll.dll,.text,1222784,87200,2,4372,48
strrchr,ntdll.dll,.text,1222784,86650,19,4372,48
bsearch,ntdll.dll,.text,1222784,83fb0,5,4372,272
_wcsnicmp,ntdll.dll,.text,1222784,83800,90,4372,96
_wcsicmp,ntdll.dll,.text,1222784,836e0,109,4372,80
_strnicmp,ntdll.dll,.text,1222784,832d0,18,4372,16
RtlInitOutOfProcessMemoryStream,ntdll.dll,.text,1222784,82260,27,4372,32
RtlQueryAtomInAtomTable,ntdll.dll,.text,1222784,7ebb0,14,4372,960
RtlGetExePath,ntdll.dll,.text,1222784,75e40,1,4372,144
RtlGetNtVersionNumbers,ntdll.dll,.text,1222784,72ef0,1,4372,240
RtlDestroyProcessParameters,ntdll.dll,.text,1222784,72c60,1,4372,48
RtlNtStatusToDosErrorNoTeb,ntdll.dll,.text,1222784,72940,1,4372,384
RtlQueryElevationFlags,ntdll.dll,.text,1222784,71680,2,4372,64
LdrGetDllDirectory,ntdll.dll,.text,1222784,70f30,1,4372,816
RtlUserThreadStart,ntdll.dll,.text,1222784,70390,1,4372,112
RtlAcquirePebLock,ntdll.dll,.text,1222784,70010,2,4372,32
RtlReleasePebLock,ntdll.dll,.text,1222784,6f950,2,4372,32
RtlGetLocaleFileMappingAddress,ntdll.dll,.text,1222784,6f420,1,4372,160
RtlDosPathNameToNtPathName_U,ntdll.dll,.text,1222784,6e6a0,4,4372,48
LdrGetDllHandleByName,ntdll.dll,.text,1222784,6e2c0,1,4372,160
ApiSetQueryApiSetPresence,ntdll.dll,.text,1222784,6e160,3,4372,352
RtlpEnsureBufferSize,ntdll.dll,.text,1222784,6bd80,1,4372,192
LdrGetDllFullName,ntdll.dll,.text,1222784,6bba0,1,4372,208
TpAllocPool,ntdll.dll,.text,1222784,6a680,1,4372,2640
RtlSetCriticalSectionSpinCount,ntdll.dll,.text,1222784,69f50,3,4372,336
RtlEncodePointer,ntdll.dll,.text,1222784,68cc0,29,4372,80
LdrGetProcedureAddress,ntdll.dll,.text,1222784,68b40,2,4372,48
CsrAllocateCaptureBuffer,ntdll.dll,.text,1222784,68710,1,4372,336
CsrAllocateMessagePointer,ntdll.dll,.text,1222784,686d0,4,4372,64
CsrCaptureMessageString,ntdll.dll,.text,1222784,68620,4,4372,176
CsrCaptureMessageMultiUnicodeStringsInPlace,ntdll.dll,.text,1222784,68530,1,4372,240
CsrClientCallServer,ntdll.dll,.text,1222784,68360,1,4372,368
CsrFreeCaptureBuffer,ntdll.dll,.text,1222784,68340,1,4372,32
RtlInitAnsiStringEx,ntdll.dll,.text,1222784,66570,15,4372,560
LdrpResGetMappingSize,ntdll.dll,.text,1222784,663a0,2,4372,448
LdrResSearchResource,ntdll.dll,.text,1222784,660c0,2,4372,736
LdrResFindResourceDirectory,ntdll.dll,.text,1222784,66030,2,4372,144
RtlUnicodeToMultiByteN,ntdll.dll,.text,1222784,64900,15,4372,576
RtlUnicodeStringToAnsiString,ntdll.dll,.text,1222784,64800,15,4372,256
RtlQueryPerformanceCounter,ntdll.dll,.text,1222784,64790,1,4372,112
RtlSubAuthoritySid,ntdll.dll,.text,1222784,63170,3,4372,32
RtlEqualSid,ntdll.dll,.text,1222784,62d70,3,4372,64
RtlInitializeCriticalSection,ntdll.dll,.text,1222784,61600,4,4372,144
RtlGetNtProductType,ntdll.dll,.text,1222784,601b0,1,4372,1600
RtlGetVersion,ntdll.dll,.text,1222784,600a0,3,4372,272
SbSelectProcedure,ntdll.dll,.text,1222784,5f970,1,4372,1840
RtlTryEnterCriticalSection,ntdll.dll,.text,1222784,5d280,1,4372,2688
RtlSizeHeap,ntdll.dll,.text,1222784,5b4a0,6,4372,544
RtlQueryEnvironmentVariable_U,ntdll.dll,.text,1222784,5aab0,3,4372,112
RtlCreateProcessParametersEx,ntdll.dll,.text,1222784,5a1d0,1,4372,1312
RtlDecodePointer,ntdll.dll,.text,1222784,59e60,34,4372,96
RtlDetermineDosPathNameType_U,ntdll.dll,.text,1222784,57940,1,4372,144
DbgPrint,ntdll.dll,.text,1222784,56b30,1,4372,1264
RtlNtStatusToDosError,ntdll.dll,.text,1222784,569b0,15,4372,384
RtlRestoreLastWin32Error,ntdll.dll,.text,1222784,56980,503,4372,48
EtwEventWrite,ntdll.dll,.text,1222784,551c0,2,4372,480
RtlGetFullPathName_UEx,ntdll.dll,.text,1222784,54be0,1,4372,144
RtlGetFullPathName_U,ntdll.dll,.text,1222784,54bb0,1,4372,48
RtlpInitializeLangRegistryInfo,ntdll.dll,.text,1222784,52e70,1,4372,4784
RtlInitializeSid,ntdll.dll,.text,1222784,502b0,1,4372,48
RtlpMuiRegFreeRegistryInfo,ntdll.dll,.text,1222784,4fd10,3,4372,832
